0	0
0	0
0	0.0628319
0	0.125664
0	0.188496
0	0.251327
0	0.314159
0	0.376991
0	0.439823
0	0.502655
0	0.565487
0	0.628319
0	0.69115
0	0.753982
0	0.816814
0	0.879646
0	0.942478
0	1.00531
0	1.06814
0	1.13097
0	1.19381
0	1.25664
0	1.31947
0	1.3823
0	1.44513
0	1.50796
0	1.5708
0	1.63363
0	1.69646
0	1.75929
0	1.82212
0	1.88496
0	1.94779
0	2.01062
0	2.07345
0	2.13628
0	2.19911
0	2.26195
0	2.32478
0	2.38761
0	2.45044
0	2.51327
0	2.57611
0	2.63894
0	2.70177
0	2.7646
0	2.82743
0	2.89027
0	2.9531
0	3.01593
0	3.07876
0	-3.14159
0	-3.07876
0	-3.01593
0	-2.9531
0	-2.89027
0	-2.82743
0	-2.7646
0	-2.70177
0	-2.63894
0	-2.57611
0	-2.51327
0	-2.45044
0	-2.38761
0	-2.32478
0	-2.26195
0	-2.19911
0	-2.13628
0	-2.07345
0	-2.01062
0	-1.94779
0	-1.88496
0	-1.82212
0	-1.75929
0	-1.69646
0	-1.63363
0	-1.5708
0	-1.50796
0	-1.44513
0	-1.3823
0	-1.31947
0	-1.25664
0	-1.19381
0	-1.13097
0	-1.06814
0	-1.00531
0	-0.942478
0	-0.879646
0	-0.816814
0	-0.753982
0	-0.69115
0	-0.628319
0	-0.565487
0	-0.502655
0	-0.439823
0	-0.376991
0	-0.314159
0	-0.251327
0	-0.188496
0	-0.125664
0	-0.0628319
0.0628319	0
0.0628319	0.0628319
0.0628319	0.125664
0.0628319	0.188496
0.0628319	0.251327
0.0628319	0.314159
0.0628319	0.376991
0.0628319	0.439823
0.0628319	0.502655
0.0628319	0.565487
0.0628319	0.628319
0.0628319	0.69115
0.0628319	0.753982
0.0628319	0.816814
0.0628319	0.879646
0.0628319	0.942478
0.0628319	1.00531
0.0628319	1.06814
0.0628319	1.13097
0.0628319	1.19381
0.0628319	1.25664
0.0628319	1.31947
0.0628319	1.3823
0.0628319	1.44513
0.0628319	1.50796
0.0628319	1.5708
0.0628319	1.63363
0.0628319	1.69646
0.0628319	1.75929
0.0628319	1.82212
0.0628319	1.88496
0.0628319	1.94779
0.0628319	2.01062
0.0628319	2.07345
0.0628319	2.13628
0.0628319	2.19911
0.0628319	2.26195
0.0628319	2.32478
0.0628319	2.38761
0.0628319	2.45044
0.0628319	2.51327
0.0628319	2.57611
0.0628319	2.63894
0.0628319	2.70177
0.0628319	2.7646
0.0628319	2.82743
0.0628319	2.89027
0.0628319	2.9531
0.0628319	3.01593
0.0628319	3.07876
0.0628319	-3.14159
0.0628319	-3.07876
0.0628319	-3.01593
0.0628319	-2.9531
