0.64978	-1.92816
-1.26634	-0.16773
-0.858858	2.90486
-2.53059	0.232574
0.763061	1.46047
1.94175	0.592471
-1.56209	-1.03356
-0.502712	-1.9994
3.00182	0.939085
0.759117	-2.19656
0.341714	-0.132527
0.532522	0.521983
3.31903	-0.787219
0.560126	3.00227
-0.331868	-3.40425
-3.364	1.22768
-2.93946	-0.102609
3.09127	-1.48141
3.28662	0.794849
0.380577	-0.875393
0.717833	0.809938
-0.697409	0.767351
2.28404	-2.48593
-0.273322	3.24694
2.69916	1.33624
-0.0626431	2.81222
0.58859	-0.122317
-2.58844	-0.267074
0.816584	2.35713
2.42778	0.586161
-1.61084	-2.26721
2.61494	-1.08772
-0.142935	0.364804
2.02187	-2.21365
1.2867	-1.50994
1.99865	-0.686173
2.75058	-1.09806
-0.623362	0.4146
1.79756	1.07543
2.05659	-1.52402
2.13971	-2.48299
0.221396	1.70218
-2.81553	-1.66194
1.17072	-1.56344
-1.39008	-0.645806
2.1097	-0.532995
2.07467	2.34886
3.44011	-0.585146
-0.189598	-3.56745
2.94754	0.372926
1.72065	2.78827
2.8004	-0.192966
-1.63762	-1.58367
2.26347	1.4074
-2.64975	1.11025
3.55829	0.561435
-2.33122	-1.5045
-0.45513	3.0196
0.00495271	-2.16263
-0.186005	1.37118
-1.40932	3.0134
-0.522234	0.545573
2.39232	-0.544368
-2.35893	-2.26929
-0.50607	1.87791
-2.10973	-1.71357
1.06036	-2.83619
1.79449	-0.339061
-0.844912	-0.609417
1.44257	-3.32697
2.20739	2.24395
-0.65879	-2.60266
1.52125	2.58994
0.35687	-0.410605
-1.79772	-1.65377
2.7584	-1.92375
2.34115	0.940657
2.10464	0.847986
-1.66047	-2.87217
0.761911	1.17982
1.64899	1.52366
-0.219063	-0.781356
-1.90663	1.78489
-0.888741	-1.60072
1.3407	-2.21438
-2.35191	-1.74432
-0.492929	-1.44185
1.01266	-2.50936
-1.78866	1.25908
2.06487	0.798244
0.509317	3.42211
2.36667	0.804849
-2.17167	-1.29127
-0.386706	2.17577
1.38107	3.12285
0.1583	3.58008
-0.723179	2.25541
1.75975	-1.15152
2.18944	-1.90344
0.958156	0.427615
-2.46808	0.679657
1.65381	1.75189
-1.60497	-2.77867
-0.710708	3.11618
-2.93209	0.956039
-0.457155	0.168716
0.783647	-0.363178
-1.36351	1.27729
3.10776	0.793994
0.597136	2.12561
-0.347833	-1.31499
-1.95496	1.06804
-0.540023	0.419303
1.88697	-1.86541
1.88513	-2.43352
0.477987	2.52943
-0.470298	1.40846
-2.78712	-0.325084
-0.438533	0.7787
-2.17175	1.1732
-2.93845	-0.615654
1.08172	-1.71503
2.15952	0.355163
3.49853	-0.713722
2.38835	1.39414
0.220705	1.63533
1.40151	-1.28267
-3.35458	0.236657
0.627263	0.941611
-1.61269	-2.47959
1.13596	-3.31758
-1.12852	2.54182
2.35012	-1.03536
0.14493	1.57126
0.95777	-1.25619
2.65488	-1.67607
-0.642684	0.22964
-0.878481	-1.30804
0.489475	-0.823727
-1.72326	-2.17169
-1.95807	-2.71323
0.624556	0.0522967
1.75367	2.90961
3.41975	-0.67699
-1.06846	-1.38625
1.24057	1.372
1.71564	-1.87222
-1.9333	2.78293
-0.476224	-0.506646
0.421164	-1.20667
-1.28712	-0.294101
1.37166	1.62426
-1.49729	-2.07117
-2.98512	2.00386
-2.7384	0.00419194
1.59763	-2.78054
0.836178	-1.25089
-1.43603	-1.15364
0.321805	1.50947
-3.10343	1.56971
-2.09309	1.75126
1.29133	3.04124
3.44525	-0.393665
-1.42254	-0.525436
-2.70363	-1.41828
-2.37076	-0.379354
1.7592	2.88265
1.22602	1.0598
2.61839	-0.839144
-0.461172	-2.51399
-3.59339	0.426747
0.0386007	-1.90334
-1.40557	0.855243
2.66377	-0.279994
1.62938	2.85532
0.0997256	-1.40809
-0.229194	1.05197
2.08768	2.05638
1.37116	-1.32786
1.01168	-0.184189
1.0892	1.12949
0.912412	-2.12537
-3.13176	0.569891
-1.12911	-0.179052
2.02472	-2.86449
-3.04649	-0.949907
0.357415	0.474131
2.89325	1.29665
-3.27516	-0.0266749
-0.144943	-2.85834
0.705538	1.68985
1.41734	-1.40532
0.104881	3.19532
-2.3586	2.10651
-1.0366	-0.691467
-0.3559	-0.777473
-1.5832	-1.14255
2.0918	-2.02
-0.31348	-0.154126
-1.96967	-1.48334
-2.69098	-1.69544
-1.18449	1.27672
1.28214	-1.45519
-0.167628	-2.18177
-0.80909	0.892304
-0.143057	-1.93164
0.299712	-3.56072
-1.42708	0.25122
-1.66671	0.651617
-0.995552	-1.08247
0.402816	1.04065
-0.616971	-2.13986
2.36283	-2.69408
-2.93612	-1.99525
-2.09723	1.06307
-1.48359	-2.37031
-1.08161	1.28574
1.91861	2.57058
-2.94717	1.68295
3.51564	0.265841
-0.328812	-1.63888
2.69795	-0.278768
-0.105687	-3.56974
-1.75799	2.36351
0.631267	-0.131445
1.3777	2.67873
1.63315	3.18356
1.68246	1.46908
-1.24498	2.68328
0.821269	2.69825
-2.22759	-0.110752
2.62637	0.00616832
-0.715976	-1.72262
-3.33098	-1.29481
-2.29007	2.79452
0.0215763	-2.75295
1.11061	-2.68704
-1.85921	-2.21639
-1.68582	-3.12451
-0.452955	0.117101
1.57601	-0.381531
0.038645	0.0281557
-2.18791	-2.30437
-0.687319	3.01303
0.997546	-3.31974
1.18826	-0.776161
-2.04409	2.06417
-1.28585	0.291179
-1.17591	0.0119191
-0.735365	1.1329
0.822468	2.86901
-3.24715	-0.214986
-2.72172	-0.650912
0.568218	-2.12078
1.49345	-2.53801
0.128914	1.02009
1.26195	-1.57053
0.966053	-0.43915
-1.65823	2.16206
-2.48384	0.961593
-0.204025	2.51352
0.0626389	2.70579
0.38306	1.86327
-0.0175741	1.3525
2.24559	0.539626
1.60854	-1.25347
0.0527508	3.23669
-1.8984	2.6617
-2.58678	2.46678
2.50925	-2.19036
0.912662	0.268344
-0.616274	-0.628143
-3.35913	-0.902547
-1.42105	1.26863
-2.51442	0.994835
2.65714	-2.02396
-0.00405101	-2.69567
0.213414	-3.32992
-1.5126	-0.0071466
-0.194849	-2.96684
-3.06167	1.35183
2.40802	-1.86891
-2.19551	1.03527
2.77275	-1.82204
-3.26144	0.665853
-0.144498	3.22251
-2.95528	0.542937
-0.459199	-0.757236
-1.53761	-0.781719
2.32435	2.24791
2.13007	-2.82126
2.34608	2.44858
-0.873358	1.38386
-2.66415	-1.77308
-2.72826	-0.00634246
1.79693	0.242403
2.50361	-0.467278
2.42484	0.394762
2.90536	1.50127
-1.3107	0.842201
-1.70757	1.59346
-1.07836	1.13157
0.685404	1.18785
-2.96198	0.359378
-1.78599	-2.51972
2.9013	0.981583
